id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username
1542552769114112003,2022-06-30 16:56:54+00:00,1542552769114112003,Learn about how we leveraged @WWFWaterRisk's tool to inform our water stewardship activities and to inform how we assess and respond to physical climate-related risks at our sites: https://t.co/gR7sl7zRWG https://t.co/YGg9kqEGQK,2,10,1,1,https://know.az/3y6KRD9,en,False,,AstraZeneca
1542508262670577664,2022-06-30 14:00:02+00:00,1542508262670577664,"Last week, we joined global discussions on the delivery of sustainable, equitable healthcare at #CHOGM2022. Through the @TheSMI Health Systems Taskforce, we are taking action to accelerate the delivery of net zero healthcare – for people and the planet. https://t.co/yMzIKPlBmP https://t.co/8T6vEhit27",3,15,0,1,https://know.az/3a2Yuvd,en,False,,AstraZeneca
1541817461640773634,2022-06-28 16:15:03+00:00,1541817461640773634,"To help bring healthcare closer to patients, we’ve joined with @MOH_Kenya and @Amref_Worldwide to launch mobile #COVID19 vaccination clinics in hard-to-reach communities across Kenya. #TheLastMile https://t.co/gE3k1zbC8C",5,31,1,1,https://twitter.com/AstraZeneca/status/1541817461640773634/photo/1,en,False,,AstraZeneca
1541700480270827520,2022-06-28 08:30:12+00:00,1541700480270827520,Our latest study in @NatMachIntell details a new machine learning training strategy called Curriculum Learning that virtually generates new molecules faster and results in more molecules fulfilling a set of criteria compared to more traditional methods. https://t.co/TORJPB7FST https://t.co/yhMGf6W6Ud,4,21,0,1,https://know.az/3OIlY7q,en,False,,AstraZeneca
1541438711598141456,2022-06-27 15:10:02+00:00,1541438711598141456,"As a Global #Inclusion and #Diversity (I&amp;D) Council member, Russel Smith plays an important role in helping to advance our I&amp;D mission. As we celebrate #Pride month, Russel reflects on his role as a Council member and ally. https://t.co/Wcds48hHiy https://t.co/ZNQlmS03uu",2,14,1,1,https://know.az/3u7IUoN,en,False,,AstraZeneca
1540375453235560448,2022-06-24 16:45:01+00:00,1540375453235560448,"Next week, the 2022 International Respiratory Coalition (IRC) Summit will take place in Paris. Join us and our partners on 28 June, as we discuss how the Coalition aims to support the transformation of #respiratory care at national level. Register here: https://t.co/P2RSm0LfWZ https://t.co/NSNfFc1Sah",1,11,0,0,https://know.az/3u2uTst,en,False,,AstraZeneca
1539959363359604736,2022-06-23 13:11:37+00:00,1539959363359604736,"To continue advancing science, we are harnessing technologies like circulating tumour DNA (ctDNA). In this new @GeneticsUnzip podcast episode, @susanmgalbraith discusses how we are leveraging ctDNA to better detect, select and monitor cancer: https://t.co/yxtrsIjBeK https://t.co/wMJ1daCYMz",6,20,0,0,https://know.az/3tXfwRZ,en,False,,AstraZeneca
1539284513171329024,2022-06-21 16:30:01+00:00,1539284513171329024,AZPride Australia and New Zealand recently held an industry networking event with more than 40 attendees coming together to raise awareness of IDAHOBIT and to re-start an APAC chapter of the Proud Science Alliance (PSA). #PrideMonth2022 https://t.co/bQT7VAGa2r,3,8,1,0,https://twitter.com/AstraZeneca/status/1539284513171329024/photo/1,en,False,,AstraZeneca
1537729518307270657,2022-06-17 09:31:01+00:00,1537729518307270657,We are entering a new era of drug discovery using precision medicine to target the right treatment to the right patient at the right time. Explore our approach and aspirations to change future outcomes for patients with chronic diseases. #WhatScienceCanDo https://t.co/VPoQ4ctXxL https://t.co/FycZRsdA5I,6,28,2,0,https://know.az/3b7OroN,en,False,,AstraZeneca
1536755396915904512,2022-06-14 17:00:12+00:00,1536755396915904512,"COPD is the 3rd leading cause of death worldwide, yet it is often underprioritised, leading to increased hospitalisations and mortality. New COPD quality standards, developed by experts and funded by AstraZeneca, call for change within healthcare systems: https://t.co/7x9EkSKRCC https://t.co/twTdFEYm1I",5,19,0,0,https://know.az/3MQeX32,en,False,,AstraZeneca
1536364848489152516,2022-06-13 15:08:18+00:00,1532270842192732160,"@autumnfranco18 We’re sorry to hear this. Please give us a call 8 am–6 pm ET Mon-Fri at 1-866-478-3798, so we can discuss your situation.",0,0,0,0,,en,False,1209942163674546176,AstraZeneca
1536287311251623939,2022-06-13 10:00:12+00:00,1536287311251623939,"With our ground-breaking pipeline, the outlook is bright. Be proud to be part of a place that has achieved so much, yet is still moving forward. #CellTherapy #WhatScienceCanDo https://t.co/PdphklO7J5 https://t.co/zvSn8PLGka",3,13,2,1,https://know.az/3QgqwDu,en,False,,AstraZeneca
1535290701058961408,2022-06-10 16:00:02+00:00,1535290701058961408,A chronic lymphocytic leukaemia diagnosis can affect one’s day-to-day routine in many ways. Learn about the symptoms that may present tough challenges for those living with #CLL. https://t.co/s7UvfOezFT,12,30,4,0,https://twitter.com/AstraZeneca/status/1535290701058961408/photo/1,en,False,,AstraZeneca
1535290696818511873,2022-06-10 16:00:01+00:00,1535290696818511873,"Many people may not have any symptoms upon diagnosis with chronic lymphocytic leukaemia. But as the disease progresses over time, a person may experience a range of signs and symptoms. Swipe to learn about #CLL. https://t.co/0kW1zgxjK0",70,278,23,18,https://twitter.com/AstraZeneca/status/1535290696818511873/photo/1,en,False,,AstraZeneca
1535222796195864576,2022-06-10 11:30:12+00:00,1535222796195864576,"Join a team with science at its heart, this is the place where breakthroughs born in the lab can become transformative medicines — for the world’s most complex diseases. #CellTherapy #WhatScienceCanDo https://t.co/ku9uwH3DPk https://t.co/jrUUvVMdIO",4,20,7,1,https://know.az/39j3efL,en,False,,AstraZeneca
1534852837712224257,2022-06-09 11:00:07+00:00,1534852837712224257,"At the first hybrid #EHA2022, we are expanding our commitment to those with malignant and rare blood diseases, and seeking to address the challenges faced by patients with chronic lymphocytic leukaemia. https://t.co/pKNf5ce8Ft",4,17,2,0,https://twitter.com/AstraZeneca/status/1534852837712224257/photo/1,en,False,,AstraZeneca
1534550827427368961,2022-06-08 15:00:02+00:00,1534550827427368961,Stopping the spread of viruses and maximising protection against new variants remains key to tackling the global pandemic and ensuring that all members of the community can be protected. #WhatScienceCanDo https://t.co/Vqqc8lpRzn https://t.co/Ro4XiTnGqz,9,26,4,1,https://know.az/3tj5cUf,en,False,,AstraZeneca
1534174593686151169,2022-06-07 14:05:01+00:00,1534174593686151169,"Breast cancer research is experiencing a transformation as breakthrough advances are being made across multiple treatment settings, tumour types and stages of the disease. Learn how we’re working to redefine the future of breast cancer research. https://t.co/uN8tRB4hcj #ASCO22 https://t.co/NDIrVRPRQf",8,27,2,1,https://know.az/3xe1BJi,en,False,,AstraZeneca
1534097844495437826,2022-06-07 09:00:02+00:00,1534097844495437826,"It was a pleasure welcoming Dr Karen DeSalvo, Chief Health Officer @Google to Cambridge for the 2022 Evidence Summit and learning about Google Health’s strategy. Innovation is crucial to improving patient outcomes and when companies collaborate great things can happen. https://t.co/YBn6p7Svuf",3,20,1,1,https://twitter.com/AstraZeneca/status/1534097844495437826/photo/1,en,False,,AstraZeneca
1533800927060275200,2022-06-06 13:20:12+00:00,1533800927060275200,We are pushing the boundaries of science in immuno-oncology. This includes unlocking the full potential of bispecific antibodies to develop more targeted and powerful options for patients. Learn more about our advances in IO. #ASCO22 https://t.co/U8OzwH4BAW https://t.co/5RIKaWqKO4,7,20,0,0,https://know.az/3MhxHID,en,False,,AstraZeneca
1533448745169321986,2022-06-05 14:00:45+00:00,1533448745169321986,"Cancer survivor Franco shares how an early diagnosis saved his life. On #NCSD2022 we want to celebrate survivors and encourage people to access the screening services available to them. Cancer doesn’t wait, neither should you. #NewNormalSameCancer https://t.co/fwWj3XYx9E",1,6,0,0,https://twitter.com/AstraZeneca/status/1533448745169321986/video/1,en,False,,AstraZeneca
1533373060807643136,2022-06-05 09:00:01+00:00,1533373060807643136,We’re following the science reduce our greenhouse gas (GHG) emissions and investing in nature and biodiversity to help protect and restore our common home. #WorldEnvironmentDay #OnlyOneEarth https://t.co/Yip0UoClEf https://t.co/0wrz3eJHeL,2,12,0,1,https://know.az/3GDoWXW,en,False,,AstraZeneca
1532708696467316737,2022-06-03 13:00:04+00:00,1532708696467316737,"At #ASCO22, our teams are presenting new data in oncology, participating in scientific exchange — and some are catching their first American baseball game! https://t.co/hHhQJoe8uZ",3,28,2,0,https://twitter.com/AstraZeneca/status/1532708696467316737/photo/1,en,False,,AstraZeneca
1532648287299321856,2022-06-03 09:00:01+00:00,1532648287299321856,"We’re joining organisations across the globe to commemorate #Stockholm50 and demonstrate our commitment to human and planetary health through bold, urgent action on the ground. #OnlyOneEarth https://t.co/Qdy6C8bard https://t.co/3J0lwcbPz2",1,14,0,0,https://know.az/3t5GJ4A,en,False,,AstraZeneca
1532462728559878149,2022-06-02 20:42:40+00:00,1532462728559878149,"RT @ASTRAZENECAUK: We’re joining the whole UK in celebrating Her Majesty the Queen’s #PlatinumJubilee. Throughout her reign, HMTQ has been…",2,0,0,0,,en,False,,AstraZeneca
1532347830848868356,2022-06-02 13:06:07+00:00,1532347830848868356,"RT @devex: Through @TheSMI, health care sector leaders are now joining forces to accelerate delivery of net-zero health systems. Read more:…",9,0,0,0,,en,False,,AstraZeneca
1532331244649951237,2022-06-02 12:00:12+00:00,1532331244649951237,We are joining the #lupus community at #EULAR2022 to discuss how our science is accelerating understanding of the complex pathways that drive autoimmune diseases such as systemic lupus erythematosus. https://t.co/oyZuiJpMu6 https://t.co/Ur9acEMnHE,4,10,0,0,https://know.az/3x6F69a,en,False,,AstraZeneca
1532270842192732160,2022-06-02 08:00:11+00:00,1532270842192732160,"There is #OnlyOneEarth and we must all play our part to protect it. As part of @TheSMI Health Systems Taskforce, we’re calling for collective action across all aspects of healthcare delivery to accelerate decarbonisation of the sector. #WorldEnvironmentDay https://t.co/IFWHYoT5tp https://t.co/nXErxutOsN",11,17,1,1,https://know.az/3aCQnW3,en,False,,AstraZeneca
1532114969872977922,2022-06-01 21:40:48+00:00,1532114969872977922,"Congratulations to Pascal Soriot, AstraZeneca CEO, who has been awarded a knighthood for services to UK life sciences and leadership in the global response to the COVID-19 pandemic. https://t.co/k2fQdbwDB4",24,193,45,8,https://twitter.com/AstraZeneca/status/1532114969872977922/photo/1,en,False,,AstraZeneca
1531938619249905664,2022-06-01 10:00:03+00:00,1531938619249905664,"Happy #Pride! In Poland our #LGBTQIA+ employee resource group promotes the message that inclusion starts with education. Poland provides a dedicated inclusion &amp; diversity library with books on cultural diversity, mental health, and more. #PrideMonth2022 https://t.co/S3C8gB6wU8",6,24,7,5,https://twitter.com/AstraZeneca/status/1531938619249905664/photo/1,en,False,,AstraZeneca
1531704567636819968,2022-05-31 18:30:01+00:00,1531704567636819968,"Our partnership with @SlushHQ will continue throughout 2022, supporting healthcare-focused innovators and entrepreneurs worldwide to transform the lives of patients. https://t.co/GHZ2p9j0l5 https://t.co/I5b86SXoAe",0,9,1,0,https://know.az/3PLjV3M,en,False,,AstraZeneca
1531663046107701248,2022-05-31 15:45:01+00:00,1531663046107701248,"New research in @NatureComms shows how VHH intrabodies improve function of the impaired heart by disrupting the inhibitor protein PLN. Combined with a vehicle for drug delivery, this could form the basis for new #HeartFailure treatments in the future. https://t.co/2zsGZlZ2Lh https://t.co/u97rL3kWSd",5,12,1,0,https://know.az/3x1FKU3,en,False,,AstraZeneca
1531277930680270852,2022-05-30 14:14:43+00:00,1531277930680270852,"As part of the #EDISONAlliance, we are excited to join the 1 Billion Lives Challenge to improve access to innovative digital solutions in health by 2025, with a focus on underserved communities. 
@WEF https://t.co/NGvx1iPn5E https://t.co/Ypy9wnRo2T",3,9,1,0,https://know.az/3t1VVQo,en,False,,AstraZeneca
1531198757643112457,2022-05-30 09:00:06+00:00,1531198757643112457,"We’re committed to advancing the science behind immune-driven diseases by unlocking the complex processes at the pathway level that drive disease activity in areas of high unmet need, such as lupus nephritis: https://t.co/4hvkqIfjxG https://t.co/9u7v2ffRlA",2,17,1,0,https://know.az/3wUKo7I,en,False,,AstraZeneca
